"OBJECTID","REGIONNAME","WOREDANO_","WOREDANAME","woreda_id","Woredda_ID","area_ha","objectid_1","luc_ha1198","luc_ha2198","luc_ha3198","luc_ha4198","luc_ha5198","luc_ha6198","luc_ha7198","luc_ha8198","luc_ha9198","luc_ha1019","luc_ha1201","luc_ha2201","luc_ha3201","luc_ha4201","luc_ha5201","luc_ha6201","luc_ha7201","luc_ha8201","luc_ha9201","luc_ha1020","r_name","woredana_1","area_ha_1","area_wt","elev_mean","elev_media","lowland","ndvi_8286","ndvi_1216","metrics","osm_download_link"
38,"Tigray","010106","Tselemti",10106,10106,293880.424381,38,7.90785551071,82.8321609497,117.569747925,56.9888343811,10.8953742981,17.6864700317,0,0,0,0,5.56255912781,54.8204574585,81.9002532959,58.1931190491,43.9159507751,49.4246025085,0,0.0634975656867,0,0,"Tigray","Tselemti",293880.4375,293880,1348.66223145,1303.46948242,"Lowland",0.223259747028,0.235147818923,"{}","http://127.0.0.1:8111/load_and_zoom?left=37.7608193672585&bottom=13.388878917754662&right=38.72093269906027&top=13.883596365801647"
553,"SNNPR","070908","Decha",70908,0,296942.102722,553,170.747634888,64.9136047363,31.772108078,27.1763916016,1.77683496475,0.344045609236,0.211473360658,0,0,0,133.245773315,76.2918014526,15.2494421005,47.4102096558,24.5175151825,0.200464650989,0,0.0268815290183,0,0,"SNNPR","Decha",296942.09375,296942,1260.01257324,1191.44567871,"Lowland",0.306741386652,0.331062585115,"{""landuse_farm"":3,""area_landuse_farm"":368.3204717576907}","http://127.0.0.1:8111/load_and_zoom?left=35.9199401174553&bottom=6.239077314690398&right=36.38018858099833&top=7.265959663423791"
39,"Tigray","010502","Welkait",10502,10502,406385.044079,39,13.9492034912,193.391738892,137.930526733,32.7737960815,24.9979515076,3.27156376839,0,0.0649706274271,0,0.00527826370671,3.50649356842,92.4656524658,141.012619019,59.0982093811,96.1195602417,14.0894098282,0,0.0662181973457,0,0.0268711540848,"Tigray","Welkait",406385.03125,406385,1198.60180664,1031.33862305,"Lowland",0.250474512577,0.260265648365,"{}","http://127.0.0.1:8111/load_and_zoom?left=36.84516167718437&bottom=13.511564616204417&right=37.80875176402013&top=14.10947790593242"
554,"SNNPR","071106","Menit Shasha",71106,0,299948.41953,554,110.038650513,135.083572388,30.6050014496,11.9523210526,11.9152488708,0.353609234095,0,0,0,0,82.7438964844,108.69278717,28.0235481262,65.6113052368,14.7142801285,0.162581652403,0,0,0,0,"SNNPR","Menit Shasha",299948.40625,299948,1131.99169922,1171.53063965,"Lowland",0.328742235899,0.362552851439,"{""landuse_farm"":1,""area_landuse_farm"":366.6244447188483}","http://127.0.0.1:8111/load_and_zoom?left=35.24574203080241&bottom=6.127067192567885&right=36.13363671209902&top=6.749551949152241"
555,"SNNPR","071901","Ela (Konta) SP Woreda",71901,0,240140.505614,555,82.3592834473,87.8824539185,40.8205413818,23.8858795166,4.5104060173,0.0212101023644,0.165916249156,0.494810551405,0,0,56.8644638062,69.7457122803,54.0330314636,37.3378829956,20.9305896759,0.75043964386,0,0.401709705591,0,0.0766691640019,"SNNPR","Ela (Konta) SP Woreda",240140.5,240140,1255.78295898,1207.48071289,"Lowland",0.353923261166,0.380403518677,"{}","http://127.0.0.1:8111/load_and_zoom?left=36.32089353344681&bottom=6.451636645563378&right=36.96538949717011&top=7.329089378160713"
556,"SNNPR","070907","Cheta",70907,0,67657.1727489,556,40.7062187195,16.0284862518,7.04945659637,2.82536458969,1.01119661331,0,0.0364486165345,0,0,0,36.6807594299,15.0902013779,4.02346611023,8.54908561707,3.2668402195,0.0468186512589,0,0,0,0,"SNNPR","Cheta",67657.171875,67657,1307.93688965,1259.53564453,"Lowland",0.352790176868,0.367394447327,"{}","http://127.0.0.1:8111/load_and_zoom?left=36.242194691603714&bottom=6.733662033085532&right=36.480670299161915&top=7.063885363093012"
557,"SNNPR","071703","Loma Bosa",71703,0,120665.647669,557,37.4488143921,36.6571311951,6.89227962494,27.7379646301,11.5665035248,0.0417981147766,0,0.32115650177,0,0,5.51098775864,37.9853057861,23.9270954132,43.4268417358,7.96543979645,0.957601904869,0,0.89237767458,0,0,"SNNPR","Loma Bosa",120665.648438,120665,1390.36169434,1303.50146484,"Lowland",0.334961652756,0.357986956835,"{""landuse_farm"":6,""area_landuse_farm"":0.07252725491755309}","http://127.0.0.1:8111/load_and_zoom?left=36.926473060622236&bottom=6.589859311419381&right=37.425964465979604&top=7.10561151646571"
43,"Somali","050101","Ayisha",50101,0,803052.513618,43,0.650577783585,314.683105469,9.30414867401,0,38.9911422729,438.417327881,0,1.00620007515,0,0,0.650568127632,316.129974365,12.8128986359,0.457015454769,44.5825004578,427.405731201,0,1.01379239559,0,0,"Somali","Ayisha",803052.5,803052,765.371276855,755.667602539,"Lowland",0.110983975232,0.0958982035518,"{""building_commerce"":3,""area_building_commerce"":0.010124455164419382,""landuse_industrial"":3,""area_landuse_industrial"":0.06957985018974351}","http://127.0.0.1:8111/load_and_zoom?left=41.51143137890839&bottom=10.083919333762175&right=42.94341827144667&top=11.08127728446293"
44,"Somali","050104","Erer",50104,0,423535.48832,44,3.31671929359,89.6761627197,47.5797271729,9.53734302521,37.8266334534,234.847854614,0.7292932868,0,0,0.0217713434249,0.612769126892,88.2337112427,47.7257270813,15.5512361526,35.4730529785,235.220458984,0.680044770241,0,0,0.0384966284037,"Somali","Erer",423535.5,423535,823.661499023,771.553222656,"Lowland",0.123186506331,0.117637336254,"{""landuse_farm"":1,""area_landuse_farm"":0.2624010505169909}","http://127.0.0.1:8111/load_and_zoom?left=41.259878755010746&bottom=9.457424547708362&right=41.81653341502059&top=10.991211091038004"
45,"Somali","050106","Afdem",50106,0,455971.003298,45,1.05199933052,111.163345337,34.9723167419,1.74551331997,22.3969230652,276.599365234,7.53959321976,0.50193554163,0,0,1.05170595646,110.589118958,35.1011314392,3.15717387199,21.4134407043,282.50567627,2.15144610405,0.00130832451396,0,0,"Somali","Afdem",455971,455971,744.671569824,739.706542969,"Lowland",0.116480208933,0.118908770382,"{""landuse_farm"":3,""area_landuse_farm"":1.5837345526609399,""landuse_industrial"":1,""area_landuse_industrial"":0.06207419329004679}","http://127.0.0.1:8111/load_and_zoom?left=40.936556111837334&bottom=9.466874638452463&right=41.462237265092625&top=10.96631252026889"
46,"Somali","050103","Shinile",50103,0,898888.259256,46,2.40398526192,169.210235596,47.9275398254,6.70085668564,64.5000305176,601.06628418,3.71258497238,3.36671805382,0,0,2.40389251709,169.409118652,47.8987083435,8.8919095993,62.1847457886,603.42175293,3.13110017776,1.54701983929,0,0,"Somali","Shinile",898888.25,898888,758.05255127,723.467712402,"Lowland",0.124232195318,0.114486530423,"{""landuse_farm"":1,""area_landuse_farm"":0.016237862272711442,""landuse_industrial"":1,""area_landuse_industrial"":0.0066165582120800955}","http://127.0.0.1:8111/load_and_zoom?left=41.500110930970465&bottom=9.61792260635153&right=42.50728387886165&top=10.809921864937401"
47,"Dire Dawa","150101","Dire Dawa/Town",150101,0,9095.81467722,47,0.0785877779126,1.15909993649,1.09762477875,2.34935593605,2.55349826813,1.82649159431,0,0,0,0.0311561003327,0.0619553923607,1.0741724968,1.113894701,2.37049150467,2.50556540489,1.84173107147,0,0,0,0.128003939986,"Dire Dawa","Dire Dawa/Town",9095.81445313,9095,1246.09277344,1201.46350098,"Lowland",0.170432597399,0.164715856314,"{}","http://127.0.0.1:8111/load_and_zoom?left=41.85518412182263&bottom=9.57426985321799&right=41.9697331869426&top=9.668842293101394"
49,"Somali","050102","Dembel",50102,0,254832.382202,49,0.684939920902,92.81615448,50.2321243286,8.64078044891,49.5248413086,52.9335327148,0,0,0,0,0.684842586517,93.1140136719,50.1891784668,10.5601854324,46.7569580078,53.5271911621,0,0,0,0,"Somali","Dembel",254832.375,254832,1104.49609375,1085.47937012,"Lowland",0.138713076711,0.13203650713,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.122370072710915&bottom=9.710112106572899&right=42.75872350098477&top=10.172379992591253"
564,"SNNPR","070702","South Ari (Bako Gazer)",70702,0,213304.897538,564,52.9605178833,55.430721283,44.0142784119,47.0796737671,12.7633962631,0.188123345375,0.86818420887,0,0,0,19.5104446411,57.9162063599,43.262588501,73.1295318604,18.5722961426,0.413652569056,0.00320093752816,0,0,0.496968388557,"SNNPR","South Ari (Bako Gazer)",213304.890625,213304,1335.48291016,1303.57458496,"Lowland",0.235942333937,0.252898842096,"{""landuse_farm"":1,""area_landuse_farm"":0.036001476287794695}","http://127.0.0.1:8111/load_and_zoom?left=36.23258537887344&bottom=5.577357572311137&right=36.73131183642707&top=6.182202385681225"
50,"Somali","050107","Miesso",50107,0,320522.653697,50,1.51457834244,73.4133148193,81.7102890015,2.55621767044,31.6542129517,129.167388916,0.391895622015,0.114764779806,0,0,1.37698101997,69.8973922729,84.2416687012,2.94585633278,33.1416282654,128.854385376,0.0644615665078,0.000279457657598,0,0,"Somali","Miesso",320522.65625,320522,963.096740723,915.370056152,"Lowland",0.141923189163,0.147509559989,"{}","http://127.0.0.1:8111/load_and_zoom?left=40.692203192989425&bottom=9.304796700672725&right=41.29085657817022&top=9.98138526936322"
308,"Oromia","040111","Babo",40111,0,88628.641896,308,18.1032466888,18.58852005,11.1085157394,18.0142402649,20.6647891998,0.26822578907,1.83697116375,0.00834439042956,0,0.0357881598175,16.1700534821,2.33309388161,8.47503471375,44.472492218,15.6719865799,0.247457787395,1.05806970596,0.0533114373684,0,0.147139564157,"Oromia","Babo",88628.640625,88628,1471.72570801,1462.50439453,"Lowland",0.260453343391,0.276475340128,"{}","http://127.0.0.1:8111/load_and_zoom?left=34.91568328692769&bottom=9.252169087974357&right=35.209545551899346&top=9.586919057070189"
52,"Dire Dawa","150102","Dire Dawa",150102,0,99967.5279944,52,4.48617839813,22.5708389282,22.0923252106,19.7062683105,18.9115982056,11.4894342422,0,0,0,0.710888922215,0.847273111343,19.024684906,23.1548614502,22.7022132874,18.7561454773,13.131524086,0,0,0,2.35082936287,"Dire Dawa","Dire Dawa",99967.53125,99967,1427.55432129,1379.49023438,"Lowland",0.169521480799,0.177462801337,"{""landuse_industrial"":4,""area_landuse_industrial"":0.9568444918448944,""landuse_farm"":1,""area_landuse_farm"":0.02586894094903871,""building_commerce"":1,""area_building_commerce"":2.173967224246336}","http://127.0.0.1:8111/load_and_zoom?left=41.72802773798425&bottom=9.471483759001483&right=42.34054097815548&top=9.783741669717006"
54,"Somali","050207","Hareshen",50207,0,134958.87909,54,0,20.7783699036,44.4151268005,2.16306328773,49.9285583496,17.6737556458,0,0,0,0,0,15.5716581345,60.567653656,31.9926433563,20.4487895966,6.37812948227,0,0,0,0,"Somali","Hareshen",134958.875,134958,1455.56835938,1452.58203125,"Lowland",0.186928346753,0.176641896367,"{}","http://127.0.0.1:8111/load_and_zoom?left=43.47379343647184&bottom=8.954467963925536&right=43.97551430585411&top=9.408077806761108"
57,"Somali","050406","Dihun",50406,0,196503.000185,57,27.095413208,75.5991287231,75.3274078369,0,15.6987962723,2.78225684166,0,0,0,0,17.911190033,39.4788589478,107.470626831,0,20.4198265076,11.2225008011,0,0,0,0,"Somali","Dihun",196503,196503,856.558959961,813.573852539,"Lowland",0.166828304529,0.172895878553,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.1985130467723&bottom=7.043403637579885&right=42.95868552687416&top=7.411254347656528"
58,"Somali","050703","Geladin",50703,0,444569.948672,58,0,123.853996277,183.229019165,0,75.695526123,61.7908630371,0,0.000543823523913,0,0,0,125.143745422,147.361694336,0,110.172149658,61.8923568726,0,0,0,0,"Somali","Geladin",444569.9375,444569,395.214935303,396.037445068,"Lowland",0.174953982234,0.161008670926,"{}","http://127.0.0.1:8111/load_and_zoom?left=46.073950204503745&bottom=6.15344551953387&right=46.803552646279485&top=7.199652426954195"
60,"Somali","050302","Degehabur",50302,0,1493486.86757,60,5.4918255806,648.390625,544.39276123,25.3146133423,196.103866577,73.7931671143,0,0,0,0,5.03643465042,447.957580566,692.702819824,55.819732666,191.059234619,100.911087036,0,0,0,0,"Somali","Degehabur",1493486.875,1493486,1097.89245605,1057.46472168,"Lowland",0.17208006978,0.169482588768,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.85134459569622&bottom=7.049103394888875&right=44.056260526807414&top=9.107018224279125"
61,"Somali","050304","Misrak Gashamo",50304,0,1510256.16708,61,0,573.974731445,528.060241699,0,312.89642334,95.3247070313,0,0,0,0,0,413.067687988,631.902954102,0.0631553977728,329.16217041,136.060134888,0,0,0,0,"Somali","Misrak Gashamo",1510256.125,1510256,946.073303223,917.518554688,"Lowland",0.182489991188,0.180796310306,"{}","http://127.0.0.1:8111/load_and_zoom?left=43.97551430585411&bottom=7.596046570706556&right=45.62082648968483&top=9.0369868255584"
319,"Oromia","040901","Mieso",40901,0,272436.867488,319,8.04476261139,70.3714370728,89.8660354614,60.1469917297,41.8525085449,2.15514087677,0,0,0,0,7.09161520004,54.9738197327,87.1931838989,71.3745574951,41.8713684082,9.79161167145,0,0,0,0.140720665455,"Oromia","Mieso",272436.875,272436,1261.11279297,1259.46386719,"Lowland",0.1798389256,0.196734473109,"{""landuse_farm"":206,""area_landuse_farm"":6.602186153912108,""landuse_industrial"":1,""area_landuse_industrial"":0.013035855222946124}","http://127.0.0.1:8111/load_and_zoom?left=40.16046943119996&bottom=8.81731868810764&right=40.977774118381404&top=9.463586527646596"
62,"Somali","050301","Degehamedo",50301,0,468744.111913,62,7.94344234467,314.024108887,121.310150146,2.07721829414,18.5891742706,4.80003976822,0,0,0,0,0.0313063897192,236.739837646,183.08694458,1.43825232983,34.0533409119,13.3944387436,0,0,0,0,"Somali","Degehamedo",468744.125,468744,1077.98999023,1061.51806641,"Lowland",0.167399615049,0.164666593075,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.67851708127899&bottom=7.6982123584645&right=43.233279008951506&top=8.786691154515298"
63,"Somali","050701","Danot",50701,0,1460407.69668,63,0,935.252441406,307.208984375,0,197.479324341,20.4670143127,0,0,0,0,0,713.181274414,379.286468506,0,346.917602539,21.0224342346,0,0,0,0,"Somali","Danot",1460407.75,1460407,670.521911621,672.503234863,"Lowland",0.179037556052,0.182706445456,"{}","http://127.0.0.1:8111/load_and_zoom?left=44.902611807509594&bottom=7.199652426954195&right=46.73580715852834&top=8.442912079212144"
64,"Somali","050402","Fik",50402,0,390002.902271,64,6.4613070488,276.692871094,88.3246841431,0.0587064810097,14.0350885391,4.43026542664,0,0,0,0,0.805657804012,156.768890381,154.829910278,0.0976080149412,65.8332366943,11.6676139832,0,0,0,0,"Somali","Fik",390002.90625,390002,1035.56066895,1025.48730469,"Lowland",0.17617072165,0.169754952192,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.00132197229312&bottom=7.784644649403369&right=42.735226586999936&top=8.429138075281704"
65,"Somali","050702","Boh",50702,0,1189168.17283,65,0,686.010681152,355.26361084,0,134.007766724,13.8860731125,0,0,0,0,0,588.572021484,438.162963867,0.404840379953,150.937194824,11.0911197662,0,0,0,0,"Somali","Boh",1189168.125,1189168,520.822753906,522.509094238,"Lowland",0.168013930321,0.165803045034,"{}","http://127.0.0.1:8111/load_and_zoom?left=46.402513433093496&bottom=6.803252081766418&right=47.958228321527564&top=8.070348795592238"
323,"Oromia","041004","Babile",41004,0,538933.694251,323,50.3174667358,370.472320557,51.1945610046,55.125579834,9.85869693756,1.7774810791,0,0,0,0.187565490603,1.53306043148,290.389221191,166.248031616,42.8030204773,27.858455658,9.79997634888,0,0,0,0.30191603303,"Oromia","Babile",538933.6875,538933,1340.41113281,1355.53369141,"Lowland",0.208472296596,0.214713573456,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.239667026792844&bottom=8.129672754722082&right=42.912369041205196&top=9.365982176554441"
66,"Somali","050404","Hamero",50404,0,308629.400126,66,2.44800662994,160.291824341,127.938011169,0,13.4818811417,4.46967744827,0,0,0,0,2.1217918396,90.0645217896,151.441574097,0.00984312687069,45.791053772,19.2006282806,0,0,0,0,"Somali","Hamero",308629.40625,308629,812.459106445,821.50201416,"Lowland",0.160893499851,0.150913715363,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.01644707292016&bottom=7.291925435506185&right=42.756556160851595&top=7.857283246471578"
67,"Somali","050405","Segeg",50405,0,174718.446049,67,0.889930307865,56.0079231262,93.9988861084,0.00303134811111,20.4915466309,3.32713413239,0,0,0,0,0.6230058074,32.2591323853,107.782676697,0,19.6847248077,14.3689165115,0,0,0,0,"Somali","Segeg",174718.453125,174718,799.38861084,789.503540039,"Lowland",0.156667470932,0.159453749657,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.37457396440978&bottom=7.290642895483732&right=42.95868552687416&top=7.776022902892652"
68,"Somali","050403","Gerbo",50403,0,101202.615346,68,0.28907135129,41.1097488403,54.4543228149,0,4.05021286011,1.29926002026,0,0,0,0,0.27301082015,34.6981773376,57.5766296387,0,4.75441026688,3.900390625,0,0,0,0,"Somali","Gerbo",101202.617188,101202,878.912353516,884.512268066,"Lowland",0.153466194868,0.167293056846,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.75493624327275&bottom=7.290642895483732&right=43.15092731982074&top=7.776022902892652"
583,"SNNPR","071705","Esira",71705,0,108188.818209,583,53.6223106384,27.3395080566,6.90862369537,17.4262638092,2.60943484306,0.106441944838,0,0.176239937544,0,0,28.3175601959,27.5000152588,21.6466903687,22.8456420898,7.47041511536,0.372037559748,0,0.00734707619995,0,0.0291127897799,"SNNPR","Esira",108188.820313,108188,1380.83435059,1331.47924805,"Lowland",0.358995229006,0.3741068542,"{""landuse_farm"":5,""area_landuse_farm"":0.14349618958272725}","http://127.0.0.1:8111/load_and_zoom?left=36.67950728037934&bottom=6.66979645961711&right=37.111639832883874&top=7.022833354827733"
69,"Somali","050501","Shekosh",50501,0,484517.806149,69,3.58423900604,236.237533569,181.614364624,0,49.9727249146,13.1089468002,0,0,0,0,3.57858300209,203.072433472,152.485229492,0,109.803634644,15.5779256821,0,0,0,0,"Somali","Shekosh",484517.8125,484517,915.221008301,928.573791504,"Lowland",0.16719032824,0.173264861107,"{}","http://127.0.0.1:8111/load_and_zoom?left=43.5991379875524&bottom=7.213999166826449&right=44.682640123076794&top=7.705808883447629"
70,"Somali","050704","Warder",50704,0,2272229.43444,70,1.17548406124,895.36126709,938.846496582,0,351.458129883,80.984916687,0,4.40329837799,0,0,0,745.908935547,987.870605469,1.87670850754,503.78302002,32.7903404236,0,0,0,0,"Somali","Warder",2272229.5,2272229,559.114746094,529.498474121,"Lowland",0.167055264115,0.175027877092,"{}","http://127.0.0.1:8111/load_and_zoom?left=44.51689103036607&bottom=5.909716640944614&right=46.402513433093496&top=7.661007700856324"
585,"SNNPR","070414","Loka-Abaya",70414,0,96213.5306966,585,11.2277994156,37.5210571289,15.271156311,14.0668125153,15.3282089233,0.253014117479,1.44238257408,1.1031011343,0,0,1.18066883087,7.43460321426,29.4713344574,21.205368042,27.9499073029,5.39105653763,2.23464393616,1.34594964981,0,0,"SNNPR","Loka-Abaya",96213.53125,96213,1454.18493652,1413.49475098,"Lowland",0.200929492712,0.225756391883,"{}","http://127.0.0.1:8111/load_and_zoom?left=37.90418321025022&bottom=6.43925598268631&right=38.34793082396982&top=6.818016189101546"
71,"Somali","050502","Kebridehar",50502,0,1379144.80246,71,152.045318604,808.138183594,326.757232666,0,60.427986145,26.0992774963,3.85183954239,0,0,1.82493984699,143.958114624,763.328918457,343.620056152,7.93979787827,86.782081604,32.0176467896,1.49815773964,0,0,0,"Somali","Kebridehar",1379144.75,1379144,707.998718262,677.488342285,"Lowland",0.156616151333,0.171921640635,"{""landuse_industrial"":3,""area_landuse_industrial"":0.3284062037252317}","http://127.0.0.1:8111/load_and_zoom?left=43.33371609072688&bottom=6.35515976511392&right=44.96222949218192&top=7.478670838605455"
72,"Somali","050503","Shilabo",50503,0,938175.759599,72,0.446688294411,427.113555908,446.442199707,0,58.4504241943,5.72288799286,0,0,0,0,0,310.677368164,543.389831543,0.0544873662293,71.7004394531,12.3536396027,0,0,0,0,"Somali","Shilabo",938175.75,938175,483.035766602,480.514068604,"Lowland",0.161010578275,0.17082336545,"{}","http://127.0.0.1:8111/load_and_zoom?left=44.53631724031899&bottom=5.622327869430025&right=45.94531874205308&top=6.812517851224101"
73,"Somali","050803","Goro Baqaqsa",50803,0,423041.777637,73,6.69942808151,324.428710938,55.3505516052,1.05979287624,30.9053344727,4.5979552269,0,0,0,0,6.73440504074,176.547241211,210.318069458,0.0229615252465,13.4207830429,15.9983291626,0,0,0,0,"Somali","Goro Baqaqsa",423041.78125,423041,707.944396973,709.555541992,"Lowland",0.158590301871,0.192092254758,"{}","http://127.0.0.1:8111/load_and_zoom?left=40.86623576681765&bottom=5.538047660166806&right=41.67971798861621&top=6.160622157183511"
74,"Somali","050804","Serer/Elkere",50804,0,727793.617737,74,59.4925231934,511.118408203,128.713851929,4.94152069092,19.3697547913,4.1575512886,0,0,0,0,4.38510513306,344.639648438,287.004516602,62.7560462952,17.9411525726,11.0671749115,0,0,0,0,"Somali","Serer/Elkere",727793.625,727793,707.248962402,659.567687988,"Lowland",0.180692389607,0.202157229185,"{}","http://127.0.0.1:8111/load_and_zoom?left=41.51336792747201&bottom=5.615845359459079&right=42.73269107504253&top=6.597625859437051"
75,"Somali","050504","Debeweyin",50504,0,485421.130884,75,12.5246639252,231.674636841,200.543777466,0,38.0609283447,2.00131607056,0,0,0,0.615810513496,0,89.5525588989,213.952667236,81.7163925171,63.8441886902,36.3553123474,0,0,0,0,"Somali","Debeweyin",485421.125,485421,463.153717041,454.53604126,"Lowland",0.143229827285,0.150827735662,"{""landuse_farm"":13,""area_landuse_farm"":0.1128756486753858,""landuse_industrial"":1,""area_landuse_industrial"":0.0010496308357029298}","http://127.0.0.1:8111/load_and_zoom?left=43.76879549196079&bottom=5.778469614958173&right=44.89191651604249&top=6.472700923150685"
590,"SNNPR","071001","Melekoza",71001,0,169640.931525,590,67.9131317139,61.4083824158,20.4422264099,14.788690567,4.78984880447,0.181008532643,0,0.117646373808,0,0,33.5553741455,53.0120697021,31.4738941193,34.2160377502,17.1766986847,0.206864207983,0,0,0,0,"SNNPR","Melekoza",169640.9375,169640,1402.08935547,1303.43005371,"Lowland",0.302521824837,0.329882055521,"{}","http://127.0.0.1:8111/load_and_zoom?left=36.37125267415118&bottom=6.281251321597399&right=36.995281911124636&top=6.710790119661293"
76,"Somali","050604","Gode",50604,0,404900.365675,76,3.81012916565,107.869674683,264.232147217,0.0848355814815,17.0441150665,11.8594856262,0,0,0,0,3.13845539093,70.6294631958,271.850616455,5.30991411209,25.6753387451,27.3735046387,0,0.00947678275406,0,0.913598299026,"Somali","Gode",404900.375,404900,357.819519043,336.499847412,"Lowland",0.145265564322,0.142553433776,"{""building_commerce"":3,""area_building_commerce"":0.2529420109126881}","http://127.0.0.1:8111/load_and_zoom?left=43.003644678810055&bottom=5.769972195082961&right=43.9093850687588&top=6.404421716941257"
591,"SNNPR","071003","Kucha",71003,0,148324.073506,591,35.7977371216,28.670419693,20.4167938232,53.1568069458,10.2199144363,0.00412970315665,0.0338635668159,0.0244111362845,0,0,12.2815551758,32.4165534973,18.5375499725,66.283996582,17.9994087219,0.630004525185,0,0,0,0.175006344914,"SNNPR","Kucha",148324.078125,148324,1482.56713867,1447.43518066,"Lowland",0.256628453732,0.286477178335,"{}","http://127.0.0.1:8111/load_and_zoom?left=37.12913964254093&bottom=6.32536557378758&right=37.59184168719593&top=6.700379342430081"
77,"Somali","050605","Kelafo",50605,0,290735.133324,77,16.788766861,124.03968811,104.863891602,0.000545024988241,21.2205467224,3.63032054901,19.8563499451,0.33500868082,0,0,0.00208928273059,54.2045288086,108.843811035,31.223783493,64.0346069336,29.5413665771,2.88493585587,0,0,0,"Somali","Kelafo",290735.125,290735,376.506652832,396.571533203,"Lowland",0.1485799402,0.14566424489,"{}","http://127.0.0.1:8111/load_and_zoom?left=43.82563409277465&bottom=5.345371010350405&right=44.50945469290085&top=6.069771731706338"
78,"Somali","050606","Mustahil",50606,0,405348.751096,78,11.2515382767,164.917404175,140.096282959,0.00145634484943,67.3507614136,9.03461742401,12.6966876984,0,0,0,0,90.0438079834,197.571289063,11.2359046936,37.9989738464,60.42445755,8.07431602478,0,0,0,"Somali","Mustahil",405348.75,405348,311.712890625,314.489929199,"Lowland",0.144837409258,0.145974427462,"{}","http://127.0.0.1:8111/load_and_zoom?left=44.43472575602984&bottom=4.932690322132467&right=45.080115085320095&top=5.864640642081797"
593,"SNNPR","071002","Denibu Gofa",71002,0,88223.480889,593,28.7843818665,17.0392742157,12.449590683,17.0252437592,12.8880357742,0.00201752409339,0,0.0349398478866,0,0,14.8800783157,15.2872467041,12.7299728394,35.4384155273,9.3635892868,0.302900254726,0,0,0,0.221283182502,"SNNPR","Denibu Gofa",88223.484375,88223,1444.11010742,1367.46044922,"Lowland",0.282586991787,0.322024345398,"{}","http://127.0.0.1:8111/load_and_zoom?left=36.82682849055681&bottom=6.17123571620665&right=37.19748843434527&top=6.665526162653451"
79,"Somali","050807","Bare",50807,0,2062857.86458,79,20.0844707489,775.928466797,1095.37524414,0.00209762342274,125.158348083,37.7528419495,8.52027225494,0.0360243991017,0,0,0.542273283005,628.411376953,863.730163574,33.7455940247,466.020874023,63.5561599731,6.85147476196,0,0,0,"Somali","Bare",2062857.875,2062857,411.135772705,412.556396484,"Lowland",0.14099855721,0.134807899594,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.52587869352746&bottom=4.268294717588108&right=45.00263476593904&top=5.81914239523417"
80,"Somali","050802","Chereti/Weyib",50802,0,803243.66345,80,34.5675010681,599.475036621,103.266807556,14.4401865005,44.860824585,2.60303759575,3.27218651772,0.758131682873,0,0,18.7895412445,399.094177246,321.214660645,0.0596878714859,47.992515564,15.8659305573,0.226795658469,0.000365063431673,0,0,"Somali","Chereti/Weyib",803243.6875,803243,452.911773682,429.510498047,"Lowland",0.150804504752,0.178851261735,"{}","http://127.0.0.1:8111/load_and_zoom?left=41.16136568401254&bottom=4.698106685230003&right=42.04722757304267&top=5.811876790582992"
81,"Somali","050607","Ferfer",50607,0,379749.468976,81,0.086577527225,166.874923706,183.235443115,0,28.8631000519,0.670481204987,0,0,0,0.0189358890057,0,76.2402114868,256.417938232,0,24.0120887756,22.8695011139,0,0,0,0.209727481008,"Somali","Ferfer",379749.46875,379749,422.526153564,426.530273438,"Lowland",0.153958290815,0.159461855888,"{}","http://127.0.0.1:8111/load_and_zoom?left=44.889726507821464&bottom=5.011080072681477&right=45.66822754463395&top=5.778469614958173"
596,"SNNPR","071109","Surma",71109,0,480633.584199,596,99.7341537476,259.364257813,91.6709136963,0.00972951576114,29.8545322418,0,0,0,0,0,59.7929420471,246.390472412,116.624023438,6.58648633957,51.2391815186,0.000486539996928,0,0,0,0,"SNNPR","Surma",480633.59375,480633,1037.96765137,1043.47180176,"Lowland",0.248371571302,0.284948676825,"{}","http://127.0.0.1:8111/load_and_zoom?left=34.94896730371214&bottom=5.328964683723433&right=35.595086445000426&top=6.381006090058799"
82,"Somali","050806","Afder",50806,0,634507.69694,82,18.6523132324,350.109069824,204.157501221,0.491164296865,54.9941902161,3.11556458473,2.9878783226,0,0,0,1.03492999077,335.959228516,205.117233276,0,77.9273223877,11.0365810394,3.42411255836,0.00828818324953,0,0,"Somali","Afder",634507.6875,634507,424.047973633,381.490966797,"Lowland",0.139688670635,0.146263197064,"{}","http://127.0.0.1:8111/load_and_zoom?left=42.02671794095822&bottom=4.706355459162203&right=43.13349198853985&top=5.741934644727212"
